Date,Invoice_No_,Staff,Customer_Name,Phone,Status,Area,Table_No_,Item_Name,Sum_of_Sub_Total,Quantity
2024-10-14,11562,MK,,,Success,Garden Table,G 2,Bottled Water,0.0,4.0
2024-10-14,11562,MK,,,Success,Garden Table,G 2,Soda,0.0,1.0
2024-10-14,11563,SM,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-15,11565,SM,,,Success,Dine in,11,Bottled Water,0.0,2.0
2024-10-15,11566,TD,,,Success,Dine in,20,Bottled Water,0.0,3.0
2024-10-15,11567,TD,,,Success,Dine in,15,Bottled Water,0.0,1.0
2024-10-15,11567,TD,,,Success,Dine in,15,Bottled Water,0.0,4.0
2024-10-15,11568,SM,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-15,11569,TD,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-15,11571,SM,,,Success,Dine in,14,Bottled Water,0.0,1.0
2024-10-15,11571,SM,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-15,11578,SM,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-15,11580,SK,,,Success,Dine in,20,Bottled Water,0.0,4.0
2024-10-15,11581,SK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-15,11583,SM,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-15,11588,SM,,,Success,Dine in,30,Bottled Water,0.0,3.0
2024-10-15,11590,SM,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-15,11592,SK,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-15,11593,SK,,,Success,Dine in,1,Bottled Water,0.0,1.0
2024-10-15,11595,SM,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-15,11595,SM,,,Success,Dine in,14,Bottled Water,0.0,1.0
2024-10-15,11596,SK,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-15,11597,TD,,,Success,Garden Table,G 2,Bottled Water,0.0,3.0
2024-10-15,11598,SM,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-15,11601,TD,,,Success,Garden Table,G 4,Bottled Water,0.0,2.0
2024-10-15,11601,TD,,,Success,Garden Table,G 4,Bottled Water,0.0,1.0
2024-10-15,11604,TD,,,Success,Garden Table,G 3,Bottled Water,0.0,2.0
2024-10-15,11605,SM,,,Success,Dine in,11,Bottled Water,0.0,1.0
2024-10-15,11606,SK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-15,11607,SM,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-15,11608,SK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-15,11610,TB,,,Success,Personal Dine In Room,PDR 3,Bottled Water,0.0,6.0
2024-10-15,11612,SM,,,Success,Dine in,9,Bottled Water,0.0,6.0
2024-10-15,11612,SM,,,Success,Dine in,9,Bottled Water,0.0,2.0
2024-10-15,11615,SK,,,Success,Dine in,1,Bottled Water,0.0,1.0
2024-10-15,11616,SK,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-15,11616,SK,,,Success,Dine in,15,Bottled Water,0.0,1.0
2024-10-16,11622,TD,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-16,11623,TD,,,Success,Dine in,3,Bottled Water,0.0,2.0
2024-10-16,11624,TD,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-16,11626,MK,,,Success,Dine in,22,Soda,0.0,1.0
2024-10-16,11626,MK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-16,11627,MK,,,Success,Dine in,15,Bottled Water,0.0,1.0
2024-10-16,11627,MK,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-16,11627,MK,,,Success,Dine in,15,Bottled Water,0.0,3.0
2024-10-16,11628,TD,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-16,11629,TD,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-16,11632,MK,,,Success,Dine in,20,Bottled Water,0.0,3.0
2024-10-16,11633,TD,,,Success,Dine in,11,Bottled Water,0.0,3.0
2024-10-16,11634,TD,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-16,11635,MK,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-16,11636,TD,,,Success,PARTY,CRS 1,Bottled Water,0.0,6.0
2024-10-16,11652,SK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-16,11653,SK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-16,11654,TD,,,Success,Dine in,22,Bottled Water,0.0,2.0
2024-10-16,11655,SK,,,Success,Dine in,5,Bottled Water,0.0,2.0
2024-10-16,11658,TD,,,Success,Dine in,21,Bottled Water,0.0,2.0
2024-10-16,11660,SK,,,Success,Dine in,11,Bottled Water,0.0,1.0
2024-10-16,11661,TD,,,Success,Dine in,15,Bottled Water,0.0,1.0
2024-10-16,11661,TD,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-16,11662,TD,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-16,11665,SK,,,Success,Dine in,14,Bottled Water,0.0,2.0
2024-10-16,11666,TD,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-16,11667,SK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-16,11668,TD,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-16,11669,SK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-16,11670,TD,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-16,11671,SK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-16,11672,TD,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-16,11673,TD,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-16,11674,SK,,,Success,Dine in,30,Bottled Water,0.0,4.0
2024-10-16,11674,SK,,,Success,Dine in,30,Bottled Water,0.0,2.0
2024-10-16,11675,TD,,,Success,Dine in,20,Bottled Water,0.0,3.0
2024-10-16,11676,TD,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-16,11677,SK,,,Success,Dine in,11,Bottled Water,0.0,1.0
2024-10-16,11678,SK,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-16,11678,SK,,,Success,Dine in,12,CAKE - N.C,0.0,1.0
2024-10-16,11679,MK,,,Success,Garden Table,G 1,Soda,0.0,1.0
2024-10-16,11680,MK,,,Success,Garden Table,G 2,Soda,0.0,1.0
2024-10-16,11680,MK,,,Success,Garden Table,G 2,Bottled Water,0.0,2.0
2024-10-16,11680,MK,,,Success,Garden Table,G 2,Bottled Water,0.0,6.0
2024-10-16,11681,SK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-17,11684,MK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-17,11685,SM,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-17,11687,SM,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-17,11688,SM,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-17,11693,MK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-17,11695,MK,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-17,11696,SK,,,Success,Dine in,7,Bottled Water,0.0,1.0
2024-10-17,11700,MK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-17,11701,SK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-17,11703,MK,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-17,11705,MK,,,Success,Dine in,1,Bottled Water,0.0,1.0
2024-10-17,11706,MK,,,Success,Dine in,3,Bottled Water,0.0,2.0
2024-10-17,11707,SK,,,Success,Dine in,4,Bottled Water,0.0,2.0
2024-10-17,11708,MK,,,Success,Dine in,22,Bottled Water,0.0,1.0
2024-10-17,11710,SK,,,Success,Dine in,11,Bottled Water,0.0,1.0
2024-10-17,11711,SK,,,Success,Dine in,12,Bottled Water,0.0,2.0
2024-10-17,11712,MK,,,Success,Dine in,21,Bottled Water,0.0,1.0
2024-10-17,11713,MK,,,Success,Dine in,15,Bottled Water,0.0,2.0
2024-10-17,11714,SK,,,Success,Dine in,10,Soda,0.0,1.0
2024-10-17,11714,SK,,,Success,Dine in,10,Bottled Water,0.0,4.0
2024-10-17,11714,SK,,,Success,Dine in,10,Bottled Water,0.0,2.0
2024-10-17,11716,MK,,,Success,Dine in,2,Soda,0.0,1.0
2024-10-17,11716,MK,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-17,11717,SK,,,Success,Dine in,6,Soda,0.0,1.0
2024-10-17,11717,SK,,,Success,Dine in,6,Bottled Water,0.0,1.0
2024-10-17,11718,SM,,,Success,Garden Table,G 4,Soda,0.0,1.0
2024-10-17,11718,SM,,,Success,Garden Table,G 4,Bottled Water,0.0,1.0
2024-10-17,11718,SM,,,Success,Garden Table,G 4,Bottled Water,0.0,2.0
2024-10-17,11719,SM,,,Success,Garden Table,G 1,Bottled Water,0.0,1.0
2024-10-17,11719,SM,,,Success,Garden Table,G 1,Soda,0.0,2.0
2024-10-17,11720,MK,,,Success,Dine in,16,Soda,0.0,1.0
2024-10-17,11720,MK,,,Success,Dine in,16,Bottled Water,0.0,1.0
2024-10-17,11721,SK,,,Success,Dine in,30,Bottled Water,0.0,2.0
2024-10-17,11722,MK,,,Success,Dine in,3,Bottled Water,0.0,1.0
2024-10-17,11723,SK,,,Success,Dine in,7,Bottled Water,0.0,1.0
2024-10-17,11724,SK,,,Success,Dine in,5,Bottled Water,0.0,1.0
2024-10-17,11725,MK,,,Success,Dine in,1,Bottled Water,0.0,1.0
2024-10-17,11726,SK,,,Success,Dine in,12,Bottled Water,0.0,1.0
2024-10-17,11727,SK,,,Success,Dine in,4,Bottled Water,0.0,1.0
2024-10-17,11728,MK,,,Success,Dine in,2,Bottled Water,0.0,1.0
2024-10-15,3116,TB,,,Success,Personal Dine In Room,PDR 3,P D R Alcohol,0.0,2.0
