ItemName,RawMaterial,Qty,Unit,Department
Multani Mutton,Peel Garlic,10.0,GM,
Nalli Kashmiri Rogan,Peel Garlic,10.0,GM,
PANEER KADAI,Peel Garlic,10.0,GM,
Phalguni Sabzi,Peel Garlic,10.0,GM,
Spice Corn Ball In Choice Of Sauce,Peel Garlic,10.0,GM,
Amritsari Dal,Peel Garlic,10.0,GM,
CHICKEN KADAI,Peel Garlic,10.0,GM,
Dum Pukht VEG Biryani,Peel Garlic,10.0,GM,
Maratha Chicken,Peel Garlic,10.0,GM,
VEG KOLHAPURI,Peel Garlic,10.0,GM,
EGG MASALA,Peel Garlic,10.0,GM,
Murgh -ka-salan,Peel Garlic,10.0,GM,
Murgh Bharta Masala,Peel Garlic,10.0,GM,
MUSHROOM DO PYAZA,Peel Garlic,10.0,GM,
Roast Lamb In Hongkong Style,Peel Garlic,10.0,GM,
Kolkata VEG Biryani,Peel Garlic,10.0,GM,
VEG KADAI,Peel Garlic,10.0,GM,
ALOO GOBI,Peel Garlic,10.0,GM,
Cottage Cheese & Mushroom In Black Bean Sauce,Peel Garlic,10.0,GM,
PANEER KADAI,Peel Garlic,10.0,GM,
Bhindi Mirch Masala,Peel Garlic,10.0,GM,
Chilly Basil Mushroom,Peel Garlic,10.0,GM,
Dhabe Da Murg,Peel Garlic,10.0,GM,
Peshawari Kofta,Peel Garlic,10.0,GM,
Bukhara Kofta Curry,Peel Garlic,10.0,GM,
Chicken Clay Pot,Peel Garlic,10.0,GM,
Diwani Handi,Peel Garlic,10.0,GM,
KUNG PAO PANEER,Peel Garlic,10.0,GM,
Maratha Chicken,Peel Garlic,10.0,GM,
PEAS PULAO,Peel Garlic,10.0,GM,
VEG KOLHAPURI,Peel Garlic,10.0,GM,
Dehati Murg,Peel Garlic,10.0,GM,
Fragrance Rice,Peel Garlic,10.0,GM,
Maratha Lamb,Peel Garlic,10.0,GM,
Murgh -ka-salan,Peel Garlic,10.0,GM,
Maratha Lamb,Peel Garlic,10.0,GM,
Methi Malai Mutter,Peel Garlic,10.0,GM,
VEG PULAO,Peel Garlic,10.0,GM,
PANEER MAKHANWALA,Peel Garlic,10.0,GM,
BUTTER GARLIC ROTI,Peel Garlic,10.0,GM,
CHICKEN SUKHA,Peel Garlic,10.0,GM,
Exotic Hot Pot Vegtable,Peel Garlic,10.0,GM,
Tawa Chicken,Peel Garlic,10.0,GM,
"Water Chesnut, PANEER, BABY CORN, BROCOLLI In Sambal Sauce",Peel Garlic,10.0,GM,
Karele Kaju Masala,Peel Garlic,10.0,GM,
Murg Pudhina Masala,Peel Garlic,10.0,GM,
Murg Tikka Nawabi,Peel Garlic,10.0,GM,
Diwani Handi,Peel Garlic,10.0,GM,
Kalonji Ka Baigan,Peel Garlic,10.0,GM,
Nam Prick PANEER,Peel Garlic,10.0,GM,
Zafrani Chicken,Peel Garlic,10.0,GM,
ALOO MUTTER,Peel Garlic,10.0,GM,
Avadhi Lamb,Peel Garlic,10.0,GM,
Cottage Cheese With Three Peppers,Peel Garlic,10.0,GM,
DAL PALAK KHICHDI,Peel Garlic,10.0,GM,
Dehati Murg,Peel Garlic,10.0,GM,
Dragon Roll,Peel Garlic,10.0,GM,
Dum Pukht VEG Biryani,Peel Garlic,10.0,GM,
Subzi Kofta Masala,Peel Garlic,10.0,GM,
VEG LAHORI,Peel Garlic,10.0,GM,
ALOO GOBI,Peel Garlic,10.0,GM,
Amritsari Dal,Peel Garlic,10.0,GM,
Dum Paneer Kalamiri,Peel Garlic,10.0,GM,
Mirchi Ka Salan,Peel Garlic,10.0,GM,
Reshmi Paneer,Peel Garlic,10.0,GM,
Roast Lamb In Black Peper,Peel Garlic,10.0,GM,
Subzi Noorani,Peel Garlic,10.0,GM,
VEG SONERI,Peel Garlic,10.0,GM,
EGG MASALA,Peel Garlic,10.0,GM,
Murg Makhanwala,Peel Garlic,10.0,GM,
MUTTON ROGAN JOSH,Peel Garlic,10.0,GM,
MUTTON ROGAN JOSH,Peel Garlic,10.0,GM,
THAI CURRY GREEN,Peel Garlic,10.0,GM,
TOMATO BASIL SOUP,Peel Garlic,10.0,GM,
WONTON STEAM /FRY,Peel Garlic,10.0,GM,
Pindi Chana,Peel Garlic,10.0,GM,
Subzi Noorani,Peel Garlic,10.0,GM,
Bhindi Mirch Masala,Peel Garlic,10.0,GM,
VEG PULAO,Peel Garlic,10.0,GM,
Dal Palak Ghost,Peel Garlic,10.0,GM,
Exotic Veg In Sambal Oelek Sauce,Peel Garlic,10.0,GM,
Murg Makhanwala,Peel Garlic,10.0,GM,
PALAK PANEER,Peel Garlic,10.0,GM,
Paneer Lawabdar,Peel Garlic,10.0,GM,
Paneer Tikka Masala,Peel Garlic,10.0,GM,
VEG LAHORI,Peel Garlic,10.0,GM,
VEG MANCHURIAN DRY,Peel Garlic,10.0,GM,
EGG BIRYANI,Peel Garlic,10.0,GM,
Hyderabadi VEG Biryani,Peel Garlic,10.0,GM,
THAI CURRY RED,Peel Garlic,10.0,GM,
Avadhi Chicken,Peel Garlic,10.0,GM,
Kumbh Makai Palak,Peel Garlic,10.0,GM,
Tishing Hai Chicken,Peel Garlic,10.0,GM,
TOMATO SOUP,Peel Garlic,10.0,GM,
Chicken In Szechwan Style,Peel Garlic,10.0,GM,
Ghost Hara Pyaaz,Peel Garlic,10.0,GM,
Murg Pudhina Masala,Peel Garlic,10.0,GM,
PALAK KHICHDI,Peel Garlic,10.0,GM,
Chicken Samble Oelek Sauce,Peel Garlic,10.0,GM,
DAL KHICHDI,Peel Garlic,10.0,GM,
Dal Tadka,Peel Garlic,10.0,GM,
Ghost Sofiana,Peel Garlic,10.0,GM,
Sea Food Dum Biryani,Peel Garlic,10.0,GM,
TOMATO BASIL SOUP,Peel Garlic,10.0,GM,
VEG MAKHANWALA,Peel Garlic,10.0,GM,
DAL KHICHDI,Peel Garlic,10.0,GM,
DAL SHORBA,Peel Garlic,10.0,GM,
Multani Mutton,Peel Garlic,10.0,GM,
Methi Paneer,Peel Garlic,10.0,GM,
Paneer Kofta Hara Masala,Peel Garlic,10.0,GM,
Prawns TAWA,Peel Garlic,10.0,GM,
Rajasthani Laal Maas,Peel Garlic,10.0,GM,
Exotic Stir Fried Vegetable,Bean Sprouts,10.0,GM,
Healthy Wealthy Salad,Bean Sprouts,10.0,GM,
SZECHWAN NOODLE,Bean Sprouts,10.0,GM,
HAKKA NOODLES,Bean Sprouts,10.0,GM,
WONTON STEAM /FRY,Bean Sprouts,10.0,GM,
HOT POT RICE,Black Fungus,10.0,GM,
HOT POT NOODLES,Black Fungus,10.0,GM,
FUTCHI NOODLES,Black Fungus,10.0,GM,
SPICY LIME NOODLES,Black Fungus,10.0,GM,
FORTUNE RICE,Black Fungus,10.0,GM,
MALAYSIAN VEG/CHICKEN NOODLES,Black Fungus,10.0,GM,
Steam Chicken With Stir Fried Vegetables,Black Fungus,10.0,GM,
FORTUNE NOODLES,Black Fungus,10.0,GM,
FUTCHI RICE,Black Fungus,10.0,GM,
SPICY LIME RICE,Black Fungus,10.0,GM,
PAN FRIED NOODLES,Black Fungus,10.0,GM,
"Tofu,babycorn,mushroom,broccoli In Lemon & Paper Sauce",CHILLY PASTE,10.0,GM,
SHANGHAI RICE,CHILLY PASTE,10.0,GM,
"Mushroom,PANEER, Babycorn In Red Chilli Flakes",CHILLY PASTE,10.0,GM,
Shredded Chicken In Mixed Pepper,CHILLY PASTE,10.0,GM,
Chicken In Chilly Mustard Sauce,CHILLY PASTE,10.0,GM,
Prawns Tom Yum Soup,CHILLY PASTE,10.0,GM,
Vegetables In Chilly Mustard Sauce,CHILLY PASTE,10.0,GM,
Ghee Rice,Garam Masala,10.0,GM,
Navratan Pulao,Ghee Nandani,10.0,GM,
PANEER BUTTER MASALA,Ghee Nandani,10.0,GM,
Navratan Pulao,Ghee Nandani,10.0,GM,
Appam (2pc),Ghee Nandani,10.0,GM,
PANEER BUTTER MASALA,Ghee Nandani,10.0,GM,
Chutney Stuffed Pomfret,Green Chilly,10.0,GM,
Khasta Chaat,Green Chilly,10.0,GM,
Edemunchi Chicken,Green Chilly,10.0,GM,
Prawns Green Fry,Green Chilly,10.0,GM,
YANMEIN NOODLES,Green Garlic,10.0,GM,
GREEN PEPPER NOODLES,Green Garlic,10.0,GM,
MASALA CHAAS,Jeera Powder,10.0,GM,
SHANGHAI RICE,Spring Onion,10.0,GM,
HAKKA NOODLES,Spring Onion,10.0,GM,
SZECHWAN VEG FRIED RICE,Spring Onion,10.0,GM,
AMERICAN CHOPSUEY,Spring Onion,10.0,GM,
FORTUNE RICE,Spring Onion,10.0,GM,
FUTCHI RICE,Spring Onion,10.0,GM,
SHANGHAI NOODLES,Spring Onion,10.0,GM,
FUTCHI NOODLES,Spring Onion,10.0,GM,
BURNT GARLIC NOODLES CHICKEN / VEG,Spring Onion,10.0,GM,
HOT POT RICE,Spring Onion,10.0,GM,
GREEN PEPPER NOODLES,Spring Onion,10.0,GM,
SPICY LIME RICE,Spring Onion,10.0,GM,
Steam Chicken With Stir Fried Vegetables,Spring Onion,10.0,GM,
HONG KONG NOODLES,Spring Onion,10.0,GM,
SPICY LIME NOODLES,Spring Onion,10.0,GM,
THAI HERB RICE,Spring Onion,10.0,GM,
Chicken In Malaysian Curry,Spring Onion,10.0,GM,
SZECHWAN NOODLE,Spring Onion,10.0,GM,
CORIANDER VEG NOODLES,Spring Onion,10.0,GM,
FORTUNE NOODLES,Spring Onion,10.0,GM,
Chicken Hoisin,Spring Onion,10.0,GM,
PAN FRIED NOODLES,Spring Onion,10.0,GM,
MALAYSIAN VEG/CHICKEN NOODLES,Spring Onion,10.0,GM,
Exotic Stir Fried Vegetable,Spring Onion,10.0,GM,
YANMEIN NOODLES,Spring Onion,10.0,GM,
"Brocoli,babycorn Mushroom Sizzle Chilly",Spring Onion,10.0,GM,
Crispy Chicken Chef Style,Spring Onion,10.0,GM,
BURNT GARLIC RICE,Spring Onion,10.0,GM,
VEG FRIED RICE,Spring Onion,10.0,GM,
Tom Yum Soup,Tom Yum Cube,10.0,GM,
Prawns Tom Yum Soup,Tom Yum Cube,10.0,GM,
Garlic Bread,WHITE PEPPER,10.0,GM,
Cheese Garlic Bread,WHITE PEPPER,10.0,GM,
Crispy Chicken Chef Style,Celery Leaves,10.0,GM,
Devil Chicken,Celery Leaves,10.0,GM,
PAN FRIED NOODLES,Celery Leaves,10.0,GM,
SZECHWAN VEG FRIED RICE,Celery Leaves,10.0,GM,
Tishing Hai Chicken,Celery Leaves,10.0,GM,
AMERICAN CHOPSUEY,Celery Leaves,10.0,GM,
SZECHWAN NOODLE,Celery Leaves,10.0,GM,
Chicken In Malaysian Curry,Celery Leaves,10.0,GM,
Paneer Baby Corn Water Chesnut Brocoli In Sambal Sauce,Celery Leaves,10.0,GM,
Chicken Samble Oelek Sauce,Celery Leaves,10.0,GM,
PLAIN GASSI,Dhaniya Whole,10.0,GM,
Chicken Mallipuram,Dhaniya Whole,10.0,GM,
Chutney Stuffed Pomfret,Dhaniya Whole,10.0,GM,
CHICKEN GASSI,Dhaniya Whole,10.0,GM,
Kori Roti,Dhaniya Whole,10.0,GM,
Chettinad Chicken,Dhaniya Whole,10.0,GM,
EGG GASSI,Dhaniya Whole,10.0,GM,
Amaercian Cole Slaw,Dijon Mustard,10.0,GM,
Exotic Hot Pot Vegtable,Glass Noodles,10.0,GM,
Chicken Stew,Green Elaichi,10.0,GM,
Wonton & Noodle Soup,Steam Noodles,10.0,GM,
"Brocoli,babycorn Mushroom Sizzle Chilly",Fresh Mushroom,10.0,GM,
Prawns Tom Kha Soup,Fresh Mushroom,10.0,GM,
Tom Kha Soup,Fresh Mushroom,10.0,GM,
Spice Corn Ball In Choice Of Sauce,Green Zucchini,10.0,GM,
ORIENTAL RICE,Green Zucchini,10.0,GM,
Oriental Noodles CHICKEN /VEG,Green Zucchini,10.0,GM,
Veg Cheesy Roll,Green Zucchini,10.0,GM,
Nam Prick PANEER,NATURE JAGREEY,10.0,GM,
Manchow Soup,Soya Sauce LLK,10.0,GM,
Roast Lamb In Honey And Ginger,Soya Sauce LLK,10.0,GM,
Chicken Hoisin,Soya Sauce LLK,10.0,GM,
WONTON STEAM /FRY,Soya Sauce LLK,10.0,GM,
Prawns Tom Yum Soup,Soya Sauce LLK,10.0,GM,
HONG KONG NOODLES,Soya Sauce LLK,10.0,GM,
SZECHWAN NOODLE,Tomato Ketchup,10.0,GM,
TOMATO BASIL SOUP,Tomato Ketchup,10.0,GM,
SHANGHAI NOODLES,Tomato Ketchup,10.0,GM,
TOMATO SOUP,Tomato Ketchup,10.0,GM,
SHANGHAI RICE,Tomato Ketchup,10.0,GM,
TOMATO BASIL SOUP,Tomato Ketchup,10.0,GM,
HONG KONG NOODLES,Tomato Ketchup,10.0,GM,
WONTON STEAM /FRY,Tomato Ketchup,10.0,GM,
TOMATO SOUP,Tomato Ketchup,10.0,GM,
Prawns Green Fry,Aromatic Powder,10.0,GM,
Fresh Spinach & Lettuce Salad,Bell Pepper Red,10.0,GM,
Fresh Garden Salad,Bell Pepper Red,10.0,GM,
"Mushroom,PANEER, Babycorn In Red Chilli Flakes",Bell Pepper Red,10.0,GM,
Hawain Salad,Bell Pepper Red,10.0,GM,
Saladde Annabella,Bell Pepper Red,10.0,GM,
Steam Chicken With Stir Fried Vegetables,Bell Pepper Red,10.0,GM,
Crispy Corn,Bell Pepper Red,10.0,GM,
Healthy Wealthy Salad,Bell Pepper Red,10.0,GM,
Lemon coriander soup,Chinese Cabbage,10.0,GM,
Tom Yum Soup,Chinese Cabbage,10.0,GM,
Burnt Garlic Soup,Chinese Cabbage,10.0,GM,
Lemon Coriander Soup,Chinese Cabbage,10.0,GM,
CLEAR SOUP,Chinese Cabbage,10.0,GM,
Mustard Soup,Chinese Cabbage,10.0,GM,
Tom Kha Soup,Chinese Cabbage,10.0,GM,
Wonton & Noodle Soup,Chinese Cabbage,10.0,GM,
Talumein Soup,Chinese Cabbage,10.0,GM,
Pepper Blast Chicken,Kashmiri Chilli,10.0,GM,
Saladde Annabella,Pineapple Fruit,10.0,GM,
Hari Subzi Aur Makai Ki Sheek,ROESTED PEANUTS,10.0,GM,
Subzi Methi Ki Sheek,ROESTED PEANUTS,10.0,GM,
ORIENTAL RICE,Yellow Zucchini,10.0,GM,
Veg Cheesy Roll,Yellow Zucchini,10.0,GM,
Oriental Noodles CHICKEN /VEG,Yellow Zucchini,10.0,GM,
Teriyaki Veg,Yellow Zucchini,10.0,GM,
Spice Corn Ball In Choice Of Sauce,Yellow Zucchini,10.0,GM,
CHICKEN SUKHA,Bedki Chilli Dry,10.0,GM,
MUTTON SUKHA,Bedki Chilli Dry,10.0,GM,
CHICKEN GHEE ROAST,Bedki Chilli Dry,10.0,GM,
Coastal Malwani Bombil Fry,Bedki Chilli Dry,10.0,GM,
CHICKEN GASSI,Bedki Chilli Dry,10.0,GM,
MUTTON GHEE ROAST,Bedki Chilli Dry,10.0,GM,
EGG GASSI,Bedki Chilli Dry,10.0,GM,
PLAIN GASSI,Bedki Chilli Dry,10.0,GM,
Clams In Sukha Mangalorian Masala,Bedki Chilli Dry,10.0,GM,
Kori Roti,Bedki Chilli Dry,10.0,GM,
Bandas (squid) Masala Fry,Bedki Chilli Dry,10.0,GM,
EGG GHEE ROAST,Bedki Chilli Dry,10.0,GM,
Mutton SEEK Kebabs,Coriander Leaves,10.0,GM,
Khasta Chaat,Coriander Leaves,10.0,GM,
Subzi Bhara Aloo,Coriander Leaves,10.0,GM,
Tandoori Platter,Coriander Leaves,10.0,GM,
Ludhiyani Tangdi,Coriander Leaves,10.0,GM,
Subzi Maharaja Sheek,Coriander Leaves,10.0,GM,
Vegetables In Chilly Mustard Sauce,Coriander Leaves,10.0,GM,
Subzi Kurkure Kebab,Coriander Leaves,10.0,GM,
CHICKEN TIKKA,Coriander Leaves,10.0,GM,
Mushroom Galauti,Coriander Leaves,10.0,GM,
PANEER TIKKA,Coriander Leaves,10.0,GM,
TANDOORI BROCCOLI,Coriander Leaves,10.0,GM,
Paneer Saffron Tikka,Coriander Leaves,10.0,GM,
Dingri Lasooni,Coriander Leaves,10.0,GM,
Subzi Papdi Sheek,Coriander Leaves,10.0,GM,
Chicken SEEK Kebabs,Coriander Leaves,10.0,GM,
Nilgiri Korma,Coriander Leaves,10.0,GM,
Subzi Ka Mela,Coriander Leaves,10.0,GM,
Cheese Aur Subz Ki Sheek,Coriander Leaves,10.0,GM,
PANEER PAHADI TIKKA,Coriander Leaves,10.0,GM,
VEG SHEEK KABAB,Coriander Leaves,10.0,GM,
Hari Subzi Aur Makai Ki Sheek,Coriander Leaves,10.0,GM,
PANEER MALAI TIKKA,Coriander Leaves,10.0,GM,
Paneer Peri Peri Tikka,Coriander Leaves,10.0,GM,
TANDOORI GOBI,Coriander Leaves,10.0,GM,
TANDOORI ALOO,Coriander Leaves,10.0,GM,
Tandoori Chicken,Coriander Leaves,10.0,GM,
Spicy Chilly Garlic Chicken,Fresh Red Chilly,10.0,GM,
MUSHROOM HAKKA STYLE,Fresh Red Chilly,10.0,GM,
Kai Yooung,Fresh Red Chilly,10.0,GM,
"Mushroom,PANEER, Babycorn In Red Chilli Flakes",Fresh Red Chilly,10.0,GM,
PANEER HAKKA STYLE,Fresh Red Chilly,10.0,GM,
Chicken Samble Oelek Sauce,Fresh Red Chilly,10.0,GM,
Chilli Chicken,Fresh Red Chilly,10.0,GM,
"Tofu,babycorn,mushroom,broccoli In Lemon & Paper Sauce",Fresh Red Chilly,10.0,GM,
Chicken In Chilly Soya,Fresh Red Chilly,10.0,GM,
Chicken Barbeque Sauce,Fresh Red Chilly,10.0,GM,
Crispy Spinach Chicken,Fresh Red Chilly,10.0,GM,
Pompfret TAWA,Peri Peri Masala,10.0,GM,
Prawns TAWA,Peri Peri Masala,10.0,GM,
Rawas TAWA,Peri Peri Masala,10.0,GM,
Kolkata VEG Biryani,Curd Mother Dairy,10.0,GM,
Hyderabadi VEG Biryani,Curd Mother Dairy,10.0,GM,
Bhatkal VEG Biryani,Curd Mother Dairy,10.0,GM,
Subzi Kofta Masala,Curd Mother Dairy,10.0,GM,
Navratan Pulao,Curd Mother Dairy,10.0,GM,
Navratan Pulao,Curd Mother Dairy,10.0,GM,
Dum Pukht VEG Biryani,Curd Mother Dairy,10.0,GM,
Dum Pukht VEG Biryani,Curd Mother Dairy,10.0,GM,
Bhatkal VEG Biryani,Curd Mother Dairy,10.0,GM,
Hyderabadi VEG Biryani,Curd Mother Dairy,10.0,GM,
Kolkata VEG Biryani,Curd Mother Dairy,10.0,GM,
Paneer Tikka Masala,Curd Mother Dairy,10.0,GM,
Paneer Tikka Masala,Curd Mother Dairy,10.0,GM,
Subzi Kofta Masala,Curd Mother Dairy,10.0,GM,
FUTCHI NOODLES,Shiitake Mushroom,10.0,GM,
FORTUNE RICE,Shiitake Mushroom,10.0,GM,
FUTCHI RICE,Shiitake Mushroom,10.0,GM,
SPICY LIME RICE,Shiitake Mushroom,10.0,GM,
MALAYSIAN VEG/CHICKEN NOODLES,Shiitake Mushroom,10.0,GM,
Dim Sum,Shiitake Mushroom,10.0,GM,
FORTUNE NOODLES,Shiitake Mushroom,10.0,GM,
SPICY LIME NOODLES,Shiitake Mushroom,10.0,GM,
PAN FRIED NOODLES,Shiitake Mushroom,10.0,GM,
"Tofu,babycorn,mushroom,broccoli In Lemon & Paper Sauce",Tomato Sauce Make,10.0,GM,
Vegetables In Chilly Mustard Sauce,Tomato Sauce Make,10.0,GM,
Chicken In Chilly Mustard Sauce,Tomato Sauce Make,10.0,GM,
Chicken Hoisin,Veg Oyester Sauce,10.0,GM,
Chicken Barbeque Sauce,Veg Oyester Sauce,10.0,GM,
MALAYSIAN VEG/CHICKEN NOODLES,Veg Oyester Sauce,10.0,GM,
Spicy Chilly Garlic Chicken,Veg Oyester Sauce,10.0,GM,
Shitake Chicken,Veg Oyester Sauce,10.0,GM,
Hawain Salad,Bell Papper Yellow,10.0,GM,
Saladde Annabella,Bell Papper Yellow,10.0,GM,
Healthy Wealthy Salad,Bell Papper Yellow,10.0,GM,
Fresh Garden Salad,Bell Papper Yellow,10.0,GM,
"Mushroom,PANEER, Babycorn In Red Chilli Flakes",Bell Papper Yellow,10.0,GM,
Steam Chicken With Stir Fried Vegetables,Bell Papper Yellow,10.0,GM,
Fresh Spinach & Lettuce Salad,Bell Papper Yellow,10.0,GM,
Crispy Corn,Bell Papper Yellow,10.0,GM,
Paneer Kofta Hara Masala,Bread Crumbs Penko,10.0,GM,
Paneer Kofta Hara Masala,Bread Crumbs Penko,10.0,GM,
Amaercian Cole Slaw,Black Pepper Powder,10.0,GM,
Chicken Mallipuram,Coconut Milk Powder,10.0,GM,
Nilgiri Korma,Coconut Milk Powder,10.0,GM,
Mutton Korma,Coconut Milk Powder,10.0,GM,
Chicken Korma,Coconut Milk Powder,10.0,GM,
Subzi Noorani,Coconut Milk Powder,10.0,GM,
Subzi Noorani,Coconut Milk Powder,10.0,GM,
EGG BIRYANI,GINGER GARLIC PASTE,10.0,GM,
EGG MASALA,GINGER GARLIC PASTE,10.0,GM,
VEG MAKHANWALA,GINGER GARLIC PASTE,10.0,GM,
VEG MAKHANWALA,GINGER GARLIC PASTE,10.0,GM,
EGG MASALA,GINGER GARLIC PASTE,10.0,GM,
EGG BIRYANI,GINGER GARLIC PASTE,10.0,GM,
Vegetables In Chilly Mustard Sauce,Madras Curry Powder,10.0,GM,
SHANGHAI RICE,Madras Curry Powder,10.0,GM,
Fresh Spinach & Lettuce Salad,Red Romaine Lettuce,10.0,GM,
Fresh Spinach & Lettuce Salad,GREEN Romaine Lettuce,10.0,GM,
Prawns TAWA,Kashmiri Chilli Powder,10.0,GM,
Rawas TAWA,Kashmiri Chilli Powder,10.0,GM,
Pompfret TAWA,Kashmiri Chilli Powder,10.0,GM,
Chicken In Chilly Mustard Sauce,Mustard Kasundi 1000gm,10.0,GM,
EGG BIRYANI,Kashmiri Chilli PASTE MAKE,10.0,GM,
PANEER KADAI,Kashmiri Chilli PASTE MAKE,10.0,GM,
EGG BIRYANI,Kashmiri Chilli PASTE MAKE,10.0,GM,
VEG MAKHANWALA,Kashmiri Chilli PASTE MAKE,10.0,GM,
VEG KADAI,Kashmiri Chilli PASTE MAKE,10.0,GM,
CHICKEN KADAI,Kashmiri Chilli PASTE MAKE,10.0,GM,
EGG MASALA,Kashmiri Chilli PASTE MAKE,10.0,GM,
Sea Food Dum Biryani,Kashmiri Chilli PASTE MAKE,10.0,GM,
PANEER MAKHANWALA,Kashmiri Chilli PASTE MAKE,10.0,GM,
VEG KADAI,Kashmiri Chilli PASTE MAKE,10.0,GM,
Sea Food Dum Biryani,Kashmiri Chilli PASTE MAKE,10.0,GM,
PANEER MAKHANWALA,Kashmiri Chilli PASTE MAKE,10.0,GM,
MUTTON ROGAN JOSH,Kashmiri Chilli PASTE MAKE,10.0,GM,
MUTTON ROGAN JOSH,Kashmiri Chilli PASTE MAKE,10.0,GM,
EGG MASALA,Kashmiri Chilli PASTE MAKE,10.0,GM,
VEG MAKHANWALA,Kashmiri Chilli PASTE MAKE,10.0,GM,
CHICKEN KADAI,Kashmiri Chilli PASTE MAKE,10.0,GM,
PANEER KADAI,Kashmiri Chilli PASTE MAKE,10.0,GM,
AMERICAN CHOPSUEY,Worcestershire Sauce Kalvert (bar),10.0,GM,
DOODHI HALWA,SHADA MAWA,12.0,GM,
Kung Pao Patato,Peel Garlic,12.0,GM,
Kung Pao Chicken,Peel Garlic,12.0,GM,
DOODHI HALWA,NANDANI GHEE,12.0,GM,
Sour & Pepper Soup,Soya Sauce LLK,12.0,GM,
Funci Tongi Soup,Eggs,15.0,PIC,
Manchow Soup,Eggs,15.0,PIC,
Spicy Crab Soup,Eggs,15.0,PIC,
Seafood Creamy Corn Soup,Eggs,15.0,PIC,
Talumein Soup,Eggs,15.0,PIC,
Seafood Combo Soup,Eggs,15.0,PIC,
Sweet Corn Soup,Eggs,15.0,PIC,
Suimono Soup,Tofu,15.0,GM,
HONEY NOODLES WITH VANILLA ICE CREAM,Honey,15.0,GM,
Ludhiyani Tangdi,Lemon,15.0,GM,
"Water Chesnut, PANEER, BABY CORN, BROCOLLI In Sambal Sauce",Maida,15.0,GM,
VEG CRISPY,Maida,15.0,GM,
Missi Roti,Maida,15.0,GM,
Crispy Corn,Maida,15.0,GM,
PEAS PULAO,Onion,15.0,GM,
VEG PULAO,Onion,15.0,GM,
DAL KHICHDI,Onion,15.0,GM,
Dal Palak Ghost,Onion,15.0,GM,
VEG PULAO,Onion,15.0,GM,
DAL PALAK KHICHDI,Onion,15.0,GM,
PALAK KHICHDI,Onion,15.0,GM,
PEAS PULAO,Onion,15.0,GM,
DAL KHICHDI,Onion,15.0,GM,
PALAK KHICHDI,Onion,15.0,GM,
Khasta Chaat,Onion,15.0,GM,
Dal Palak Ghost,Onion,15.0,GM,
DAL PALAK KHICHDI,Onion,15.0,GM,
MILK SHAKE,Sugar,15.0,GM,
Coconut Rice,Sugar,15.0,GM,
TEA,Sugar,15.0,GM,
Ghee Rice,Sugar,15.0,GM,
VEG MANCHURIAN DRY,Potato,15.0,GM,
Chicken Clay Pot,Carrots,15.0,GM,
PALAK KHICHDI,Tomatos,15.0,GM,
DAL KHICHDI,Tomatos,15.0,GM,
DAL PALAK KHICHDI,Tomatos,15.0,GM,
DAL PALAK KHICHDI,Tomatos,15.0,GM,
Dal Palak Ghost,Tomatos,15.0,GM,
Dal Palak Ghost,Tomatos,15.0,GM,
DAL KHICHDI,Tomatos,15.0,GM,
PALAK KHICHDI,Tomatos,15.0,GM,
Chicken Clay Pot,Broccoli,15.0,GM,
Chicken Clay Pot,Capsicum,15.0,GM,
Funci Tongi Soup,Pok Choy,15.0,GM,
Chicken Clay Pot,Baby Corn,15.0,GM,
Ghost Sofiana,Badi Sunf,15.0,GM,
Ghost Sofiana,Badi Sunf,15.0,GM,
Reshmi Paneer,Amul Cream,15.0,ML,
Reshmi Paneer,Amul Cream,15.0,ML,
Crispy Spinach Paneer,Corn Flour,15.0,GM,
Coconut Rice,Kaju Tukda,15.0,GM,
PANEER HAKKA STYLE,Refind Oil,15.0,ML,
MUSHROOM HAKKA STYLE,Refind Oil,15.0,ML,
Chicken Jeera Masala,Refind Oil,15.0,ML,
GAJAR HALWA,SHADA MAWA,15.0,GM,
Basil Garlic Cheesy Potato,Fresh Basil,15.0,GM,
CHI,Peel Garlic,15.0,GM,
FUTCHI RICE,Peel Garlic,15.0,GM,
Chicken Hunan,Peel Garlic,15.0,GM,
Chicken In Chilly Soya,Peel Garlic,15.0,GM,
Basil Garlic Cheesy Potato,Peel Garlic,15.0,GM,
Three Treasure Vegetables In Choice Of Sauce,Peel Garlic,15.0,GM,
HOT POT RICE,Peel Garlic,15.0,GM,
Spicy Chilly Garlic Chicken,Peel Garlic,15.0,GM,
SPICY LIME NOODLES,Peel Garlic,15.0,GM,
FORTUNE NOODLES,Peel Garlic,15.0,GM,
HOT POT NOODLES,Peel Garlic,15.0,GM,
Devil Chicken,Peel Garlic,15.0,GM,
SPICY LIME RICE,Peel Garlic,15.0,GM,
Burnt Garlic Soup,Peel Garlic,15.0,GM,
FUTCHI NOODLES,Peel Garlic,15.0,GM,
AMERICAN CHOPSUEY,Peel Garlic,15.0,GM,
FORTUNE RICE,Peel Garlic,15.0,GM,
PANEER MAKHANWALA,Ghee Nandani,15.0,GM,
PANEER MAKHANWALA,Ghee Nandani,15.0,GM,
VEG MANCHURIAN DRY,Malai Paneer,15.0,GM,
GAJAR HALWA,NANDANI GHEE,15.0,GM,
Chicken Pepper Chilly Garlic,Spring Onion,15.0,GM,
Kai Yooung,THAI GLANGAL,15.0,GM,
