Invoice_No_,Date,Change_Log
3671,2024-06-02 14:48:59+00:00,"Order (Bill No.: F3671, Amount: 3473) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-02 14:48:59Order (Bill No.: F3671) total amount changed from 3473 to 3308 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-02 14:50:04"
3695,2024-06-02 20:24:01+00:00,"Order (Bill No.: F3695, Amount: 1720) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-02 20:24:01Order (Bill No.: F3695) total amount changed from 1720 to 1638 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-06-02 20:27:44"
3709,2024-06-02 21:29:16+00:00,"Order (Bill No.: F3709, Amount: 1753) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-02 21:29:16Order (Bill No.: F3709) total amount changed from 1753 to 1670 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-06-02 21:32:14"
3714,2024-06-02 21:49:00+00:00,"Order (Bill No.: F3714, Amount: 5121) is created by sachindra (sachindra), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-06-02 21:49:00Order (Bill No.: F3714) total amount changed from 5121 to 4877 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-06-02 21:54:27"
3727,2024-06-02 22:54:33+00:00,"Order (Bill No.: F3727, Amount: 14156) is created by sachindra (sachindra), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-06-02 22:54:33Order (Bill No.: F3727) total amount changed from 14156 to 13482 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-06-02 22:58:54"
3751,2024-06-03 16:00:55+00:00,"Order (Bill No.: F3751, Amount: 2205) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-06-03 16:00:55Order (Bill No.: F3751) total amount changed from 2205 to 2100 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-06-03 16:03:42"
3768,2024-06-03 22:32:48+00:00,"Order (Bill No.: F3768, Amount: 1908) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-03 22:32:48Order (Bill No.: F3768) total amount changed from 1908 to 1817 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-03 22:36:30"
3795,2024-06-04 20:50:19+00:00,"Order (Bill No.: F3795, Amount: 4157) is created by sachindra (sachindra), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-06-04 20:50:19Order (Bill No.: F3795) total amount changed from 4157 to 3959 by sachindra (sachindra. ) (Order modify comment: GUEST) (Electron Pos) - 2024-06-04 20:53:06"
3797,2024-06-04 20:55:21+00:00,Order (Bill No.: F3797) total amount changed from 1282 to 1218 by sachindra (sachindra. ) (Order modify comment: YES) (Electron Pos) - 2024-06-04 20:59:27
3821,2024-06-05 14:28:25+00:00,"Order (Bill No.: F3821, Amount: 5383) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-05 14:28:25Order (Bill No.: F3821) total amount changed from 5383 to 5127 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-05 14:32:23"
3837,2024-06-05 21:16:01+00:00,Order (Bill No.: F3837) total amount changed from 3358 to 3950 by vijay (vijay shetty. ) (Order modify comment: wrong punchinmg) (Electron Pos) - 2024-06-05 21:17:38
3876,2024-06-06 21:10:58+00:00,Order (Bill No.: F3876) total amount changed from 6592 to 6263 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-06 21:13:29
3879,2024-06-06 21:29:23+00:00,"Order (Bill No.: F3879, Amount: 2922) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-06-06 21:29:23Order (Bill No.: F3879) total amount changed from 2922 to 2783 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-06 21:33:54"
3886,2024-06-06 22:24:48+00:00,"Order (Bill No.: F3886, Amount: 4482) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-06-06 22:24:48Order (Bill No.: F3886) total amount changed from 4482 to 4268 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-06 22:30:34"
3895,2024-06-06 23:07:07+00:00,"Order (Bill No.: F3895, Amount: 18472) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-06 23:07:07Order (Bill No.: F3895) total amount changed from 18472 to 17593 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-06 23:13:45"
3939,2024-06-07 22:27:58+00:00,"Order (Bill No.: F3939, Amount: 10827) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-06-07 22:27:58Order (Bill No.: F3939) total amount changed from 10827 to 8661 by vijay (vijay shetty. ) (Order modify comment: 20%disc) (Electron Pos) - 2024-06-07 22:35:34"
3944,2024-06-07 22:53:08+00:00,"Order (Bill No.: F3944, Amount: 7905) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-07 22:53:08Order (Bill No.: F3944) total amount changed from 7905 to 7115 by vijay (vijay shetty. ) (Order modify comment: discount) (Electron Pos) - 2024-06-07 22:57:03"
3955,2024-06-07 23:31:17+00:00,"Order (Bill No.: F3955, Amount: 8076) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-06-07 23:31:17Order (Bill No.: F3955) total amount changed from 8076 to 7691 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-07 23:33:32"
3958,2024-06-07 23:51:31+00:00,"Order (Bill No.: F3958, Amount: 1720) is created by TAPASH (TAPASH), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-07 23:51:31Order (Bill No.: F3958) total amount changed from 1720 to 1638 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-07 23:52:50"
3978,2024-06-08 14:54:37+00:00,"Order (Bill No.: F3978, Amount: 4752) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-08 14:54:37Order (Bill No.: F3978) total amount changed from 4752 to 4526 by sachindra (sachindra. ) (Order modify comment: GUEST) (Electron Pos) - 2024-06-08 14:58:25"
4009,2024-06-08 21:40:20+00:00,"Order (Bill No.: F4009, Amount: 5557) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-08 21:40:20Order (Bill No.: F4009) total amount changed from 5557 to 5292 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-08 21:42:32"
4125,2024-06-10 00:05:14+00:00,"Order (Bill No.: F4125, Amount: 16940) is created by vijay (vijay shetty), but ownership transferred to TAPASH CAP (TAPASH) (Electron Pos) - 2024-06-10 00:05:14Order (Bill No.: F4125) total amount changed from 16940 to 16133 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-10 00:11:46"
4135,2024-06-10 15:34:57+00:00,Order (Bill No.: F4135) total amount changed from 52920 to 50400 by sachindra (sachindra. ) (Order modify comment: GUEST) (Electron Pos) - 2024-06-10 15:35:51
4188,2024-06-11 20:36:49+00:00,"Order (Bill No.: F4188, Amount: 6279) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-06-11 20:36:49Order (Bill No.: F4188) total amount changed from 6279 to 5980 by sachindra (sachindra. ) (Order modify comment: GUEST) (Electron Pos) - 2024-06-11 20:40:20"
4242,2024-06-12 22:24:29+00:00,"Order (Bill No.: F4242, Amount: 4454) is created by vijay (vijay shetty), but ownership transferred to SAFIK (SAFIK KHAN) (Electron Pos) - 2024-06-12 22:24:29Order (Bill No.: F4242) total amount changed from 4454 to 4242 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-12 22:27:31"
4248,2024-06-12 23:07:12+00:00,"Order (Bill No.: F4248, Amount: 5160) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-12 23:07:12Order (Bill No.: F4248) total amount changed from 5160 to 4914 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-12 23:09:18"
4252,2024-06-12 23:25:30+00:00,"Order (Bill No.: F4252, Amount: 8820) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-12 23:25:30Order (Bill No.: F4252) total amount changed from 8820 to 8400 by vijay (vijay shetty. ) (Order modify comment: no sc) (Electron Pos) - 2024-06-12 23:28:58"
4289,2024-06-13 22:10:11+00:00,"Order (Bill No.: F4289, Amount: 2078) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-06-13 22:10:11Order (Bill No.: F4289) total amount changed from 2078 to 2922 by TAPASH (TAPASH. ) (Electron Pos) - 2024-06-13 22:16:07"
4308,2024-06-14 15:00:03+00:00,"Order (Bill No.: F4308, Amount: 9476) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-14 15:00:03Order (Bill No.: F4308) total amount changed from 9476 to 9025 by sachindra (sachindra. ) (Order modify comment: GUEST) (Electron Pos) - 2024-06-14 15:02:40"
4394,2024-06-15 22:07:08+00:00,"Order (Bill No.: F4394, Amount: 2701) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-06-15 22:07:08Order (Bill No.: F4394) total amount changed from 2701 to 2573 by vijay (vijay shetty. ) (Order modify comment: remove s.c) (Electron Pos) - 2024-06-15 22:09:21"
4404,2024-06-15 22:31:38+00:00,Order (Bill No.: F4404) total amount changed from 67473 to 64260 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-15 22:32:21
4417,2024-06-15 23:28:40+00:00,"Order (Bill No.: F4417, Amount: 3456) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-15 23:28:40Order (Bill No.: F4417) total amount changed from 3456 to 3292 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-15 23:32:50"
4557,2024-06-17 15:27:18+00:00,"Order (Bill No.: F4557, Amount: 772) is created by sachindra (sachindra), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-06-17 15:27:18Order (Bill No.: F4557) total amount changed from 772 to 0 by sachindra (sachindra. ) (Order modify comment: BY MISTAKE) (Electron Pos) - 2024-06-17 15:30:15"
4571,2024-06-17 21:49:00+00:00,"Order (Bill No.: F4571, Amount: 28593) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-06-17 21:49:00Order (Bill No.: F4571) total amount changed from 28593 to 27232 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-17 21:51:43"
4648,2024-06-19 21:24:58+00:00,Order (Bill No.: F4648) total amount changed from 2392 to 2273 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-19 21:30:32
4659,2024-06-19 22:10:24+00:00,"Order (Bill No.: F4659, Amount: 8390) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-19 22:10:24Order (Bill No.: F4659) total amount changed from 8390 to 7991 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-19 22:17:23"
4681,2024-06-20 00:08:51+00:00,"Order (Bill No.: F4681, Amount: 3523) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-20 00:08:51Order (Bill No.: F4681) total amount changed from 3523 to 3355 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-20 00:09:50"
4698,2024-06-20 21:09:00+00:00,"Order (Bill No.: F4698, Amount: 4068) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-20 21:09:00Order (Bill No.: F4698) total amount changed from 4068 to 3875 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-20 21:12:39"
4714,2024-06-20 23:10:24+00:00,"Order (Bill No.: F4714, Amount: 2988) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-06-20 23:10:24Order (Bill No.: F4714) total amount changed from 2988 to 2846 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-20 23:12:10"
4720,2024-06-20 23:44:36+00:00,"Order (Bill No.: F4720, Amount: 3010) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-20 23:44:36Order (Bill No.: F4720) total amount changed from 3010 to 2867 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-20 23:47:01"
4730,2024-06-21 14:07:42+00:00,"Order (Bill No.: F4730, Amount: 9608) is created by sachindra (sachindra), but ownership transferred to Saikat s (Saikat Sarkar) (Electron Pos) - 2024-06-21 14:07:42Order (Bill No.: F4730) total amount changed from 9608 to 8648 by sachindra (sachindra. ) (Order modify comment: KITTY /REF SANJAY MEHTA) (Electron Pos) - 2024-06-21 14:12:05"
4744,2024-06-21 20:24:56+00:00,"Order (Bill No.: F4744, Amount: 4201) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-21 20:24:56Order (Bill No.: F4744) total amount changed from 4201 to 4001 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-21 20:27:04"
4769,2024-06-21 23:26:56+00:00,Order (Bill No.: F4769) total amount changed from 1089 to 1034 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-21 23:31:10
4775,2024-06-22 00:02:34+00:00,"Order (Bill No.: F4775, Amount: 4223) is created by vijay (vijay shetty), but ownership transferred to Saikat s (Saikat Sarkar) (Electron Pos) - 2024-06-22 00:02:34Order (Bill No.: F4775) total amount changed from 4223 to 4022 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-22 00:04:33"
4793,2024-06-22 15:46:08+00:00,"Order (Bill No.: F4793, Amount: 17943) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-06-22 15:46:08Order (Bill No.: F4793) total amount changed from 17943 to 17089 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-06-22 15:51:24"
4820,2024-06-22 21:59:09+00:00,Order (Bill No.: F4820) total amount changed from 3950 to 3754 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-22 22:01:12
4821,2024-06-22 21:59:55+00:00,"Order (Bill No.: F4821, Amount: 3401) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-22 21:59:55Order (Bill No.: F4821) total amount changed from 3401 to 3239 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-22 22:02:08"
4822,2024-06-22 22:03:04+00:00,"Order (Bill No.: F4822, Amount: 16946) is created by vijay (vijay shetty), but ownership transferred to Saikat s (Saikat Sarkar) (Electron Pos) - 2024-06-22 22:03:04Order (Bill No.: F4822) total amount changed from 16946 to 16139 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-22 22:11:42"
4877,2024-06-23 15:35:23+00:00,"Order (Bill No.: F4877, Amount: 12183) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-23 15:35:23Order (Bill No.: F4877) total amount changed from 12183 to 11603 by sachindra (sachindra. ) (Order modify comment: sc%) (Electron Pos) - 2024-06-23 15:40:06"
4882,2024-06-23 15:55:45+00:00,"Order (Bill No.: F4882, Amount: 2486) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-06-23 15:55:45Order (Bill No.: F4882) total amount changed from 2486 to 2368 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-06-23 15:58:43"
4914,2024-06-23 21:27:49+00:00,"Order (Bill No.: F4914, Amount: 3578) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-06-23 21:27:49Order (Bill No.: F4914) total amount changed from 3578 to 3407 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-23 21:29:57"
4989,2024-06-24 22:16:33+00:00,"Order (Bill No.: F4989, Amount: 40864) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-06-24 22:16:33Order (Bill No.: F4989) total amount changed from 40864 to 38918 by vijay (vijay shetty. ) (Order modify comment: removed sc/more) (Electron Pos) - 2024-06-24 22:31:36"
5080,2024-06-26 23:44:47+00:00,"Order (Bill No.: F5080, Amount: 8947) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-26 23:44:47Order (Bill No.: F5080) total amount changed from 8947 to 8521 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-26 23:53:28"
5089,2024-06-27 14:25:18+00:00,"Order (Bill No.: F5089, Amount: 3181) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-06-27 14:25:18Order (Bill No.: F5089) total amount changed from 3181 to 3029 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-27 14:28:14"
5093,2024-06-27 15:09:55+00:00,Order (Bill No.: F5093) total amount changed from 52000 to 51200 by vijay (vijay shetty. ) (Order modify comment: all inclussive 1600) (Electron Pos) - 2024-06-27 15:11:18
5130,2024-06-28 14:56:55+00:00,"Order (Bill No.: F5130, Amount: 3969) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-28 14:56:55Order (Bill No.: F5130) total amount changed from 3969 to 3572 by vijay (vijay shetty. ) (Order modify comment: kitty dicount) (Electron Pos) - 2024-06-28 14:59:35"
5161,2024-06-28 21:33:00+00:00,"Order (Bill No.: F5161, Amount: 3297) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-28 21:33:00Order (Bill No.: F5161) total amount changed from 3297 to 3140 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-28 21:37:48"
5194,2024-06-29 13:51:53+00:00,"Order (Bill No.: F5194, Amount: 2211) is created by vijay (vijay shetty), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-29 13:51:53Order (Bill No.: F5194) total amount changed from 2211 to 2105 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-06-29 13:53:14"
5267,2024-06-30 14:50:34+00:00,"Order (Bill No.: F5267, Amount: 7801) is created by vijay (vijay shetty), but ownership transferred to Saikat s (Saikat Sarkar) (Electron Pos) - 2024-06-30 14:50:34Order (Bill No.: F5267) total amount changed from 7801 to 9178 by vijay (vijay shetty. ) (Order modify comment: removed discount) (Electron Pos) - 2024-06-30 14:54:09"
5269,2024-06-30 14:51:13+00:00,"Order (Bill No.: F5269, Amount: 9625) is created by vijay (vijay shetty), but ownership transferred to Saikat s (Saikat Sarkar) (Electron Pos) - 2024-06-30 14:51:13Order (Bill No.: F5269) total amount changed from 9625 to 8181 by vijay (vijay shetty. ) (Order modify comment: regular guest) (Electron Pos) - 2024-06-30 14:52:22"
5306,2024-06-30 21:12:02+00:00,"Order (Bill No.: F5306, Amount: 2982) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-06-30 21:12:02Order (Bill No.: F5306) total amount changed from 2982 to 2840 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-06-30 21:15:36"
5341,2024-06-30 23:28:37+00:00,"Order (Bill No.: F5341, Amount: 7938) is created by sachindra (sachindra), but ownership transferred to Saikat (Saikat Sarkar) (Electron Pos) - 2024-06-30 23:28:37Order (Bill No.: F5341) total amount changed from 7938 to 7560 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-06-30 23:34:31"
5362,2024-07-01 21:16:35+00:00,"Order (Bill No.: F5362, Amount: 2856) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-07-01 21:16:35Order (Bill No.: F5362) total amount changed from 2856 to 2720 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-07-01 21:19:54"
5416,2024-07-03 13:45:36+00:00,"Order (Bill No.: F5416, Amount: 3035) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-07-03 13:45:36Order (Bill No.: F5416) total amount changed from 3035 to 4048 by vijay (vijay shetty. ) (Order modify comment: ADDED NEW ORDER) (Electron Pos) - 2024-07-03 14:05:41"
5438,2024-07-03 21:29:03+00:00,"Order (Bill No.: F5438, Amount: 3010) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-07-03 21:29:03Order (Bill No.: F5438) total amount changed from 3010 to 2867 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-03 21:33:29"
5467,2024-07-04 14:53:22+00:00,"Order (Bill No.: F5467, Amount: 5193) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-07-04 14:53:22Order (Bill No.: F5467) total amount changed from 5193 to 4946 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-04 14:57:33"
5497,2024-07-04 22:34:55+00:00,"Order (Bill No.: F5497, Amount: 2960) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-04 22:34:55Order (Bill No.: F5497) total amount changed from 2960 to 2819 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-07-04 22:38:48"
5503,2024-07-04 23:45:08+00:00,"Order (Bill No.: F5503, Amount: 10876) is created by sachindra (sachindra), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-07-04 23:45:08Order (Bill No.: F5503) total amount changed from 10876 to 10358 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-07-04 23:48:20"
5528,2024-07-05 21:58:41+00:00,"Order (Bill No.: F5528, Amount: 15259) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-05 21:58:41Order (Bill No.: F5528) total amount changed from 15259 to 14532 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-07-05 22:02:51"
5561,2024-07-06 14:59:50+00:00,"Order (Bill No.: F5561, Amount: 4862) is created by sachindra (sachindra), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-06 14:59:50Order (Bill No.: F5561) total amount changed from 4862 to 4631 by sachindra (sachindra. ) (Order modify comment: GUSTE) (Electron Pos) - 2024-07-06 15:02:30"
5604,2024-07-06 22:35:23+00:00,"Order (Bill No.: F5604, Amount: 6328) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-07-06 22:35:23Order (Bill No.: F5604) total amount changed from 6328 to 6027 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-06 22:38:41"
5606,2024-07-06 22:44:10+00:00,"Order (Bill No.: F5606, Amount: 8418) is created by vijay (vijay shetty), but ownership transferred to Saikat (Saikat Sarkar) (Electron Pos) - 2024-07-06 22:44:10Order (Bill No.: F5606) total amount changed from 8418 to 8017 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-06 22:48:24"
5612,2024-07-06 22:47:31+00:00,"Order (Bill No.: F5612, Amount: 5584) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-07-06 22:47:31Order (Bill No.: F5612) total amount changed from 5584 to 5318 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-06 22:49:21"
5638,2024-07-07 14:13:20+00:00,"Order (Bill No.: F5638, Amount: 7332) is created by sachindra (sachindra), but ownership transferred to TAPASH CAP (TAPASH) (Electron Pos) - 2024-07-07 14:13:20Order (Bill No.: F5638) total amount changed from 7332 to 6983 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-07-07 14:16:22"
5642,2024-07-07 14:25:59+00:00,"Order (Bill No.: F5642, Amount: 8743) is created by sachindra (sachindra), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-07-07 14:25:59Order (Bill No.: F5642) total amount changed from 8743 to 8327 by sachindra (sachindra. ) (Order modify comment: SC5) (Electron Pos) - 2024-07-07 14:29:08"
5680,2024-07-07 20:50:15+00:00,"Order (Bill No.: F5680, Amount: 7718) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-07 20:50:15Order (Bill No.: F5680) total amount changed from 7718 to 7350 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-07 20:52:35"
5696,2024-07-07 21:53:57+00:00,"Order (Bill No.: F5696, Amount: 16825) is created by vijay (vijay shetty), but ownership transferred to TAPASH (TAPASH) (Electron Pos) - 2024-07-07 21:53:57Order (Bill No.: F5696) total amount changed from 16825 to 16024 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-07 22:25:41"
5700,2024-07-07 22:04:04+00:00,"Order (Bill No.: F5700, Amount: 4526) is created by vijay (vijay shetty), but ownership transferred to MANISH (MANISH KOTIAN) (Electron Pos) - 2024-07-07 22:04:04Order (Bill No.: F5700) total amount changed from 4526 to 4310 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-07 22:07:19"
5704,2024-07-07 22:27:39+00:00,"Order (Bill No.: F5704, Amount: 5843) is created by vijay (vijay shetty), but ownership transferred to SANDEEP (SANDEEP MORE) (Electron Pos) - 2024-07-07 22:27:39Order (Bill No.: F5704) total amount changed from 5843 to 5565 by vijay (vijay shetty. ) (Order modify comment: removed sc) (Electron Pos) - 2024-07-07 22:31:15"
5764,2024-07-09 21:07:56+00:00,"Order (Bill No.: F5764, Amount: 4013) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-07-09 21:07:56Order (Bill No.: F5764) total amount changed from 4013 to 3822 by sachindra (sachindra. ) (Order modify comment: sc%) (Electron Pos) - 2024-07-09 21:09:57"
5776,2024-07-09 21:59:34+00:00,"Order (Bill No.: F5776, Amount: 1720) is created by sachindra (sachindra), but ownership transferred to TANMOY (TANMOY DEBNATH) (Electron Pos) - 2024-07-09 21:59:34Order (Bill No.: F5776) total amount changed from 1720 to 1638 by sachindra (sachindra. ) (Order modify comment: SC%) (Electron Pos) - 2024-07-09 22:04:58"
