Raw_Material,DayOfWeek,Unit,Total_Amount_Past_30days,Avg_Quantity_Current_Month,Avg_Quantity_Previous_Three_Months,Quantity_Change,PercentageChange
Muskmelon,Thursday,Kg,133.0,1.9,2.457142857142857,-0.5571428571428569,-22.67
Papdi,Saturday,PKT,130.0,2.0,1.0,1.0,100.0
Tofu,Wednesday,Kg,130.0,0.5,2.0,-1.5,-75.0
Bean Sprouts,Friday,Kg,126.0,0.3333333333333333,0.25,0.08333333333333331,33.33
Bean Sprouts,Sunday,Kg,126.0,0.25,0.2777777777777778,-0.02777777777777779,-10.0
Check Duster,Sunday,PCS,126.0,12.0,20.0,-8.0,-40.0
Fresh Basil,Tuesday,Kg,126.0,0.375,0.6388888888888888,-0.26388888888888884,-41.3
Small Brinjel,Saturday,Kg,120.0,0.75,2.0,-1.25,-62.5
Beetroots,Friday,Kg,119.0,0.875,1.0,-0.125,-12.5
Yellow Zucchini,Tuesday,Kg,116.0,0.5,0.75,-0.25,-33.33
Beetroots,Monday,Kg,102.0,1.0,0.8333333333333333,0.16666666666666674,20.0
Beetroots,Thursday,Kg,102.0,1.5,0.6666666666666666,0.8333333333333334,125.0
Beetroots,Wednesday,Kg,102.0,1.0,0.7142857142857143,0.2857142857142857,40.0
Cello Tape,Friday,NOS,100.0,2.0,4.0,-2.0,-50.0
Chicken Carcass (haddi),Saturday,Kg,100.0,5.0,8.8,-3.8000000000000007,-43.18
Pomegranate (anar),Friday,Kg,100.0,0.5,0.6,-0.09999999999999998,-16.67
Baby Potato,Thursday,Kg,96.0,1.0,1.25,-0.25,-20.0
Bean Sprouts,Monday,Kg,94.5,0.25,0.28125,-0.03125,-11.11
Lady Finger,Tuesday,Kg,92.0,1.0,1.625,-0.625,-38.46
Lady Finger,Wednesday,Kg,92.0,2.0,1.75,0.25,14.29
French Lettuce Green,Sunday,Kg,90.0,0.5,0.325,0.175,53.85
Japanese Cucumber,Saturday,Kg,90.0,0.5,0.6,-0.09999999999999998,-16.67
Lotus Root,Friday,Kg,90.0,0.5,0.7,-0.19999999999999996,-28.57
Beetroots,Saturday,Kg,85.0,1.25,0.75,0.5,66.67
Lemon Leaves,Friday,Kg,84.0,0.1,0.13333333333333333,-0.033333333333333326,-25.0
Lemon Leaves,Monday,Kg,84.0,0.1,0.08333333333333334,0.016666666666666663,20.0
Lemon Leaves,Tuesday,Kg,84.0,0.1,0.13333333333333333,-0.033333333333333326,-25.0
Parsley Leaves,Sunday,Kg,81.9,0.15000000000000002,0.2,-0.04999999999999999,-25.0
Parsley Leaves,Tuesday,Kg,81.9,0.15000000000000002,0.1,0.05000000000000002,50.0
Hard Broom,Friday,NOS,80.0,2.0,6.0,-4.0,-66.67
Karela,Saturday,Kg,80.0,1.0,1.25,-0.25,-20.0
Karela,Sunday,Kg,80.0,1.0,0.875,0.125,14.29
Cherry Tomato,Monday,Kg,75.6,0.3,0.5,-0.2,-40.0
Kewra Water,Friday,BTL,74.174,2.0,3.0,-1.0,-33.33
Bhavnagri Chilly,Monday,Kg,70.0,0.5,0.8333333333333334,-0.33333333333333337,-40.0
Tej Patta,Thursday,Kg,68.25,0.5,0.375,0.125,33.33
Papaya,Tuesday,Kg,68.0,1.7,3.265,-1.5650000000000002,-47.93
Beetroots,Tuesday,Kg,66.5,1.0,0.8333333333333334,0.16666666666666663,20.0
Cherry Tomato,Saturday,Kg,63.0,0.25,0.3875,-0.1375,-35.48
Parsley Leaves,Monday,Kg,54.6,0.2,0.15000000000000002,0.04999999999999999,33.33
Baby Potato,Friday,Kg,48.0,1.0,1.5,-0.5,-33.33
Black Salt Powder,Wednesday,Kg,48.0,1.0,1.5,-0.5,-33.33
Drum Stick,Monday,Kg,47.5,0.5,1.0,-0.5,-50.0
Lady Finger,Monday,Kg,46.0,1.0,1.3333333333333333,-0.33333333333333326,-25.0
French Lettuce Green,Friday,Kg,45.0,0.25,0.3333333333333333,-0.08333333333333331,-25.0
French Lettuce Green,Thursday,Kg,45.0,0.25,0.375,-0.125,-33.33
French Lettuce Red,Monday,Kg,45.0,0.25,0.3,-0.04999999999999999,-16.67
Cherry Tomato,Thursday,Kg,37.8,0.3,0.38999999999999996,-0.08999999999999997,-23.08
Cherry Tomato,Wednesday,Kg,37.8,0.3,0.25,0.04999999999999999,20.0
Raddish,Tuesday,Kg,34.0,1.0,2.0,-1.0,-50.0
Bean Sprouts,Tuesday,Kg,31.5,0.25,0.2777777777777778,-0.02777777777777779,-10.0
Bean Sprouts,Wednesday,Kg,31.5,0.25,0.3125,-0.0625,-20.0
Parsley Leaves,Saturday,Kg,27.3,0.1,0.15,-0.04999999999999999,-33.33
Red Pumpkin,Sunday,Kg,27.0,1.0,2.5,-1.5,-60.0
