Date,Item_Name,Qty_,Timestamp,Category,Raw_Material,Unit,Qty,converted_qty,Purchase_Unit,Consumption_Unit,Conversion_Qty
2024-03-28,Butter Roti,3.0,2024-03-28 15:37:11+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-11-13,Butter Roti,3.0,2023-11-13 21:06:35+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-04-13,Butter Roti,1.0,2024-04-13 22:54:50+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-09-29,Butter Roti,3.0,2023-09-29 23:32:18+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-27,Butter Roti,1.0,2023-12-27 21:15:49+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-11-03,Butter Roti,1.0,2023-11-03 20:39:44+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-29,Butter Roti,1.0,2024-02-29 23:52:32+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-07-23,Butter Roti,2.0,2023-07-23 23:56:14+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-04,Butter Roti,2.0,2024-07-04 21:07:55+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-04-27,Butter Roti,2.0,2024-04-27 21:31:26+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-27,Butter Roti,2.0,2023-10-27 22:26:10+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-25,Butter Roti,1.0,2023-12-25 22:00:43+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-06,Butter Roti,1.0,2024-05-06 22:26:49+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-03-08,Butter Roti,1.0,2024-03-08 22:32:17+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-08-25,Butter Roti,2.0,2023-08-25 21:46:08+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-03-29,Butter Roti,1.0,2024-03-29 14:16:20+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-02,Butter Roti,1.0,2024-08-03 00:47:40+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-11-27,Butter Roti,1.0,2023-11-27 22:08:52+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-06,Butter Roti,1.0,2024-08-06 21:46:51+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-07,Butter Roti,3.0,2023-10-07 21:58:27+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-07,Butter Roti,4.0,2023-10-07 21:32:46+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-05,Butter Roti,3.0,2024-07-06 01:25:34+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-05,Butter Roti,2.0,2024-01-05 21:04:17+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-10-08,Butter Roti,2.0,2024-10-09 01:09:44+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-23,Butter Roti,2.0,2024-05-23 22:27:13+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-30,Butter Roti,2.0,2023-12-30 15:22:38+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-08-22,Butter Roti,2.0,2023-08-22 22:01:40+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-24,Butter Roti,2.0,2024-05-24 20:02:25+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-09-29,Butter Roti,2.0,2024-09-29 13:20:22+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-20,Butter Roti,1.0,2024-05-20 21:15:00+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-14,Butter Roti,1.0,2024-02-14 21:45:14+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-06,Butter Roti,1.0,2024-01-06 21:47:01+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-18,Butter Roti,1.0,2024-01-18 22:44:49+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-04-21,Butter Roti,2.0,2024-04-21 14:38:58+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-11-25,Butter Roti,1.0,2023-11-25 15:37:15+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-06-06,Butter Roti,2.0,2024-06-06 23:54:18+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-06-08,Butter Roti,2.0,2024-06-08 16:11:14+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-23,Butter Roti,2.0,2024-05-23 22:32:48+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-28,Butter Roti,1.0,2024-05-28 22:40:38+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-10,Butter Roti,1.0,2023-10-10 23:22:27+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-02,Butter Roti,1.0,2023-12-02 21:56:06+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-07,Butter Roti,1.0,2024-01-07 14:52:35+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-09-16,Butter Roti,1.0,2023-09-17 00:08:45+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-28,Butter Roti,4.0,2024-02-28 21:32:01+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-17,Butter Roti,3.0,2024-08-17 18:23:50+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-10-11,Butter Roti,3.0,2024-10-11 22:52:33+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-18,Butter Roti,4.0,2024-08-18 19:41:45+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-26,Butter Roti,4.0,2024-08-26 20:38:12+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-20,Butter Roti,2.0,2024-07-20 13:50:03+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-26,Butter Roti,2.0,2024-01-26 23:00:33+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-27,Butter Roti,2.0,2024-02-27 22:17:31+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-24,Butter Roti,4.0,2023-10-24 14:42:58+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-11,Butter Roti,2.0,2024-01-11 20:36:56+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-23,Butter Roti,1.0,2023-12-23 20:46:22+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-09-09,Butter Roti,1.0,2024-09-09 21:33:13+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-09-16,Butter Roti,1.0,2024-09-16 22:47:41+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-06-15,Butter Roti,1.0,2024-06-15 22:19:24+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-06,Butter Roti,1.0,2024-01-06 21:49:30+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-31,Butter Roti,3.0,2024-01-31 20:54:55+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-08-21,Butter Roti,1.0,2023-08-21 15:44:13+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-11-02,Butter Roti,2.0,2023-11-02 21:27:07+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-10-12,Butter Roti,1.0,2024-10-12 14:38:15+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-13,Butter Roti,1.0,2024-02-13 23:42:11+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-28,Butter Roti,1.0,2023-12-29 00:09:22+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-08-07,Butter Roti,3.0,2023-08-07 22:35:26+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-13,Butter Roti,3.0,2024-01-13 23:50:11+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-06-10,Butter Roti,2.0,2024-06-10 21:19:06+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-30,Butter Roti,1.0,2024-07-30 21:43:24+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-20,Butter Roti,1.0,2024-05-20 22:48:06+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-29,Butter Roti,1.0,2024-05-29 21:57:38+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-09,Butter Roti,1.0,2024-05-09 23:06:41+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-03-16,Butter Roti,3.0,2024-03-17 00:16:37+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-09-12,Butter Roti,2.0,2024-09-12 21:18:02+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-11-03,Butter Roti,2.0,2023-11-03 23:18:19+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-11,Butter Roti,2.0,2024-05-11 23:49:55+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-03-24,Butter Roti,1.0,2024-03-24 22:17:55+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-16,Butter Roti,1.0,2024-02-16 22:07:07+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-07-28,Butter Roti,1.0,2023-07-28 22:40:58+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-08-20,Butter Roti,1.0,2023-08-20 14:10:38+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-01,Butter Roti,3.0,2024-01-01 15:38:50+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-04-13,Butter Roti,2.0,2024-04-13 23:07:16+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-01,Butter Roti,2.0,2023-10-01 21:56:56+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-30,Butter Roti,1.0,2024-07-30 21:13:06+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-26,Butter Roti,1.0,2023-10-26 22:44:20+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-09,Butter Roti,1.0,2024-05-09 22:12:39+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-23,Butter Roti,3.0,2024-07-23 21:21:33+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-24,Butter Roti,3.0,2023-10-24 15:06:55+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-10-06,Butter Roti,2.0,2024-10-06 21:30:04+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-09,Butter Roti,2.0,2024-01-09 22:53:42+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-14,Butter Roti,1.0,2024-01-14 15:33:30+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-23,Butter Roti,1.0,2024-05-23 22:23:17+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-17,Butter Roti,1.0,2024-02-17 21:34:15+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-11,Butter Roti,1.0,2024-08-11 23:07:55+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-05,Butter Roti,1.0,2024-02-05 22:07:10+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-04-09,Butter Roti,3.0,2024-04-09 22:05:16+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-11-05,Butter Roti,3.0,2023-11-06 00:52:35+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-04-01,Butter Roti,1.0,2024-04-01 22:13:31+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-10-12,Butter Roti,2.0,2024-10-12 22:05:17+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-18,Butter Roti,1.0,2024-08-18 23:03:24+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-07-21,Butter Roti,2.0,2023-07-22 00:02:16+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-18,Butter Roti,3.0,2024-01-18 23:09:10+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-02,Butter Roti,2.0,2024-07-02 22:38:30+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-09,Butter Roti,1.0,2023-10-09 22:44:27+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-09,Butter Roti,6.0,2024-02-09 23:24:11+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-08-20,Butter Roti,1.0,2023-08-20 14:12:25+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-07,Butter Roti,4.0,2023-12-07 13:06:54+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-19,Butter Roti,2.0,2024-02-19 21:08:55+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-02,Butter Roti,1.0,2023-12-02 14:57:31+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-17,Butter Roti,1.0,2024-05-17 22:31:05+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-09-05,Butter Roti,1.0,2023-09-05 22:31:32+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-31,Butter Roti,2.0,2024-08-31 23:07:45+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-09,Butter Roti,2.0,2023-12-09 22:03:11+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-24,Butter Roti,2.0,2024-08-24 23:51:08+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-09,Butter Roti,2.0,2024-07-09 14:54:48+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-06-14,Butter Roti,1.0,2024-06-14 23:19:38+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-03-03,Butter Roti,1.0,2024-03-03 22:50:29+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-31,Butter Roti,1.0,2023-12-31 20:57:38+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-07-13,Butter Roti,3.0,2023-07-13 15:54:51+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-13,Butter Roti,12.0,2024-01-13 14:00:39+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-04-07,Butter Roti,2.0,2024-04-07 21:00:13+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-11-23,Butter Roti,2.0,2023-11-23 21:03:47+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-01,Butter Roti,1.0,2024-01-01 16:31:45+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-11-26,Butter Roti,1.0,2023-11-26 20:15:52+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-06-22,Butter Roti,1.0,2024-06-22 14:23:01+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-01-30,Butter Roti,1.0,2024-01-30 22:15:40+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-27,Butter Roti,6.0,2024-08-27 22:26:22+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-19,Butter Roti,3.0,2023-12-19 22:26:04+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-04,Butter Roti,2.0,2023-10-04 14:44:56+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-03,Butter Roti,3.0,2024-02-03 13:46:23+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-04-22,Butter Roti,1.0,2024-04-22 21:58:23+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-29,Butter Roti,1.0,2024-05-29 23:20:47+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-04-18,Butter Roti,1.0,2024-04-18 21:31:01+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-17,Butter Roti,6.0,2024-08-17 22:50:42+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-22,Butter Roti,3.0,2023-12-22 15:18:49+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-09,Butter Roti,2.0,2024-08-09 21:31:34+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-09,Butter Roti,2.0,2024-07-09 21:49:51+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-03-04,Butter Roti,1.0,2024-03-04 22:09:27+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-09-27,Butter Roti,1.0,2024-09-27 15:06:21+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-10,Butter Roti,1.0,2024-08-10 23:11:41+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-07-04,Butter Roti,1.0,2023-07-04 21:48:23+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-07-14,Butter Roti,1.0,2023-07-14 23:22:32+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-26,Butter Roti,4.0,2023-12-26 22:30:44+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-25,Butter Roti,2.0,2024-02-25 23:21:53+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-05-01,Butter Roti,2.0,2024-05-01 23:17:17+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-21,Butter Roti,1.0,2024-07-21 20:58:37+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-07-19,Butter Roti,1.0,2024-07-19 23:21:38+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-09,Butter Roti,1.0,2024-08-09 14:11:51+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-09-05,Butter Roti,1.0,2024-09-05 22:24:34+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-06-04,Butter Roti,1.0,2024-06-04 21:24:38+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-11-03,Butter Roti,1.0,2023-11-03 20:28:50+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-09-23,Butter Roti,1.0,2023-09-23 22:00:28+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-08-24,Butter Roti,1.0,2023-08-24 21:54:26+00:00,INDIAN BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-21,Butter Roti,3.0,2023-10-21 14:19:16+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-10-09,Butter Roti,2.0,2023-10-09 20:42:20+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-27,Butter Roti,2.0,2023-12-27 20:25:43+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-03-09,Butter Roti,2.0,2024-03-09 15:16:39+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-06-09,Butter Roti,1.0,2024-06-09 22:30:17+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-12,Butter Roti,1.0,2024-08-12 21:47:22+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-10,Butter Roti,2.0,2024-02-10 15:36:10+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-28,Butter Roti,1.0,2023-12-28 22:38:14+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-02-25,Butter Roti,1.0,2024-02-25 21:56:47+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-08,Butter Roti,1.0,2023-12-08 20:58:07+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-04-25,Butter Roti,1.0,2024-04-25 22:20:02+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2024-08-19,Butter Roti,1.0,2024-08-19 21:19:01+00:00,TANDOOR BREADS,Butter Amul,GM,5.0,0.01,PKT,GM,500
2023-12-30,Crispy Corn,1.0,2023-12-30 22:24:09+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-09-01,Crispy Corn,1.0,2024-09-01 14:26:52+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2023-07-02,Crispy Corn,1.0,2023-07-02 15:40:10+00:00,Oriental Starter,Maida,GM,15.0,0.015,Kg,GM,1000
2024-04-28,Crispy Corn,1.0,2024-04-28 15:23:24+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2023-11-10,Crispy Corn,1.0,2023-11-11 01:08:56+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-01-05,Crispy Corn,1.0,2024-01-05 22:11:25+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-02-23,Crispy Corn,1.0,2024-02-23 19:17:51+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-03-14,Crispy Corn,2.0,2024-03-14 19:18:49+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-01-08,Crispy Corn,1.0,2024-01-08 14:20:10+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-09-22,Crispy Corn,1.0,2024-09-22 22:29:11+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-03-09,Crispy Corn,1.0,2024-03-09 20:47:28+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-09-07,Crispy Corn,1.0,2024-09-07 22:52:51+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-07-30,Crispy Corn,1.0,2024-07-30 22:59:09+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-02-25,Crispy Corn,1.0,2024-02-25 23:59:11+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2023-07-14,Crispy Corn,1.0,2023-07-14 20:01:50+00:00,Oriental Starter,Maida,GM,15.0,0.015,Kg,GM,1000
2023-08-05,Crispy Corn,2.0,2023-08-06 00:38:59+00:00,Oriental Starter,Maida,GM,15.0,0.015,Kg,GM,1000
2024-05-11,Crispy Corn,1.0,2024-05-12 00:29:28+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-01-13,Crispy Corn,1.0,2024-01-13 22:39:22+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-05-11,Crispy Corn,1.0,2024-05-11 13:58:46+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-07-25,Crispy Corn,1.0,2024-07-25 22:12:13+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2023-10-26,Crispy Corn,1.0,2023-10-26 23:35:00+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-07-29,Crispy Corn,1.0,2024-07-29 23:53:54+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-08-04,Crispy Corn,1.0,2024-08-04 21:59:20+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2024-09-21,Crispy Corn,1.0,2024-09-21 22:36:26+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2023-10-11,Crispy Corn,1.0,2023-10-12 00:49:46+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2023-11-20,Crispy Corn,1.0,2023-11-20 23:11:43+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
2023-10-23,Crispy Corn,1.0,2023-10-24 00:51:11+00:00,ORIENTAL STARTER,Maida,GM,15.0,0.015,Kg,GM,1000
